rn	trim_cut_S84_R1_bismark_bt2_pe.bismark.cov.gz	trim_cut_S92_R1_bismark_bt2_pe.bismark.cov.gz
cg21566642_82_82	1.88679245283019	0
cg21566642_83_83	1.88679245283019	0
cg21566642_87_87	1.88679245283019	0
cg21566642_89_89	1.88679245283019	0
cg21566642_92_92	1.92307692307692	0
cg21566642_94_94	1.88679245283019	0
cg21566642_97_97	1.88679245283019	0
cg21566642_98_98	1.88679245283019	2.56410256410256
cg21566642_99_99	1.88679245283019	92.3076923076923
cg22132788_10_10	0	0
cg22132788_101_101	0	0.306278713629403
cg22132788_102_102	0	0.153139356814701
cg22132788_103_103	0	0.229885057471264
cg22132788_11_11	0	0.078064012490242
cg22132788_112_112	2.04678362573099	99.3103448275862
cg22132788_114_114	2.04379562043796	99.9233716475096
cg22132788_117_117	2.04379562043796	1.22699386503067
cg22132788_119_119	2.04379562043796	0.153374233128834
cg22132788_120_120	1.90058479532164	98.3883346124328
cg22132788_123_123	2.04678362573099	0.229709035222052
cg22132788_126_126	1.8978102189781	0
cg22132788_129_129	1.02189781021898	0.0765696784073507
cg22132788_130_130	1.31386861313869	0
cg22132788_131_131	0.72992700729927	0.0765696784073507
cg22132788_133_133	0.72992700729927	0.535987748851455
cg22132788_138_138	1.31386861313869	0.459770114942529
cg22132788_139_139	0.875912408759124	0.0765696784073507
cg22132788_142_142	1.16788321167883	99.3874425727412
cg22132788_144_144	1.46198830409357	100
cg22132788_150_150	1.16788321167883	0.0765696784073507
cg22132788_151_151	1.16788321167883	98.7720644666155
cg22132788_154_154	1.46412884333821	99.8466257668712
cg22132788_156_156	1.02189781021898	0.153609831029186
cg22132788_157_157	7.44525547445255	0.382848392036753
cg22132788_159_159	0.875912408759124	0.0765696784073507
cg22132788_162_162	1.60583941605839	0.153256704980843
cg22132788_164_164	2.33576642335766	0.229709035222052
cg22132788_165_165	2.33576642335766	98.0076628352491
cg22132788_172_172	2.04678362573099	0.306278713629403
cg22132788_173_173	2.04678362573099	0.153491941673062
cg22132788_174_174	2.04678362573099	0.0766871165644172
cg22132788_178_178	2.04379562043796	0.383141762452107
cg22132788_179_179	2.04678362573099	100
cg22132788_184_184	9.21052631578947	0
cg22132788_187_187	9.48905109489051	0.229709035222052
cg22132788_188_188	9.34306569343066	0
cg22132788_193_193	9.06432748538012	0.153139356814701
cg22132788_194_194	11.3868613138686	0.153256704980843
cg22132788_195_195	9.34306569343066	99.6171516079633
cg22132788_201_201	7.73722627737226	0.0765696784073507
cg22132788_202_202	7.59124087591241	95.2526799387443
cg22132788_204_204	7.16374269005848	0.153374233128834
cg22132788_207_207	7.15328467153285	99.6937212863706
cg22132788_209_209	0.291970802919708	0.153256704980843
cg22132788_211_211	0.437956204379562	99.0038314176245
cg22132788_213_213	0.145985401459854	96.5543644716692
cg22132788_216_216	0	0
cg22132788_218_218	0	0
cg22132788_219_219	0	0
cg22132788_222_222	0	0
cg22132788_224_224	0	0
cg22132788_225_225	0	0
cg22132788_226_226	0	0
cg22132788_229_229	0	0
cg22132788_23_23	0.294985250737463	0.0768639508070715
cg22132788_231_231	0	0
cg22132788_27_27	0.586510263929619	0
cg22132788_3_3	0	0
cg22132788_32_32	0.733137829912023	98.7450980392157
cg22132788_38_38	0	99.1269841269841
cg22132788_42_42	0.292397660818713	7.75729646697389
cg22132788_44_44	0.146412884333821	99.2319508448541
cg22132788_49_49	1.02189781021898	0.306278713629403
cg22132788_5_5	0	0
cg22132788_50_50	0.146412884333821	0.153374233128834
cg22132788_51_51	0	0.230414746543779
cg22132788_52_52	0	98.7711213517665
cg22132788_55_55	0.145985401459854	0.0766871165644172
cg22132788_56_56	0.145985401459854	97.3076923076923
cg22132788_58_58	0.291970802919708	97.301464919044
cg22132788_63_63	0.145985401459854	6.13496932515337
cg22132788_64_64	0.145985401459854	99.0790483499616
cg22132788_66_66	0.437956204379562	6.21165644171779
cg22132788_67_67	0.730994152046784	0
cg22132788_68_68	0	0.0765696784073507
cg22132788_7_7	0	0
cg22132788_72_72	0.201207243460765	0
cg22132788_73_73	0	0.160128102481986
cg22132788_74_74	0.145985401459854	0.0767459708365311
cg22132788_75_75	0.146198830409357	0.153139356814701
cg22132788_77_77	0.291970802919708	0.153256704980843
cg22132788_78_78	0	0.0765696784073507
cg22132788_80_80	0.291970802919708	0.306513409961686
cg22132788_81_81	0	0
cg22132788_84_84	0	0
cg22132788_85_85	0.291970802919708	99.6168582375479
cg22132788_87_87	0	0.308641975308642
cg22132788_96_96	0.146627565982405	0.53680981595092
cg22132788_97_97	0.291970802919708	96.7840735068913
cg22132788_99_99	0	0.0765696784073507
cg23576855_100_100	5.64373897707231	0.308959835221421
cg23576855_101_101	6.53710247349823	97.6337448559671
cg23576855_103_103	6.70194003527337	98.0452674897119
cg23576855_105_105	5.64373897707231	2.05761316872428
cg23576855_11_11	0	0
cg23576855_110_110	4.93827160493827	0.206611570247934
cg23576855_111_111	5.64373897707231	0.51440329218107
cg23576855_113_113	5.11463844797178	0.205761316872428
cg23576855_116_116	5.29100529100529	0.308641975308642
cg23576855_117_117	5.4673721340388	1.440329218107
cg23576855_119_119	4.42477876106195	0.102880658436214
cg23576855_12_12	0	0
cg23576855_120_120	4.76190476190476	0.411946446961895
cg23576855_13_13	0	0
cg23576855_130_130	4.40917107583774	0
cg23576855_132_132	2.83185840707965	0.104931794333683
cg23576855_137_137	2.30088495575221	0
cg23576855_138_138	2.65486725663717	0.104712041884817
cg23576855_143_143	1.5929203539823	0
cg23576855_144_144	2.47787610619469	0.942408376963351
cg23576855_147_147	1.23893805309735	0.942408376963351
cg23576855_148_148	1.41592920353982	98.1132075471698
cg23576855_15_15	0	0.206398348813209
cg23576855_151_151	0.707964601769911	1.25786163522013
cg23576855_152_152	1.06194690265487	98.6387434554974
cg23576855_154_154	0.886524822695036	0.944386149003148
cg23576855_155_155	0.530973451327434	1.15183246073298
cg23576855_156_156	0.530973451327434	1.15183246073298
cg23576855_158_158	0.884955752212389	96.9633507853403
cg23576855_161_161	0.531914893617021	1.15424973767051
cg23576855_164_164	0.530973451327434	0.315126050420168
cg23576855_17_17	0	0
cg23576855_171_171	0	0
cg23576855_173_173	0	0
cg23576855_176_176	0	0
cg23576855_179_179	0	0
cg23576855_180_180	0	0
cg23576855_27_27	1.23893805309735	0.205973223480947
cg23576855_3_3	0	0
cg23576855_31_31	1.41592920353982	0.206185567010309
cg23576855_32_32	1.5929203539823	0.102986611740474
cg23576855_33_33	1.23893805309735	1.02986611740474
cg23576855_34_34	1.41843971631206	0.411946446961895
cg23576855_36_36	1.5929203539823	98.2492276004119
cg23576855_39_39	1.76678445229682	1.33744855967078
cg23576855_44_44	1.76678445229682	0.102880658436214
cg23576855_45_45	2.12389380530973	1.33882595262616
cg23576855_50_50	3.35689045936396	0.308641975308642
cg23576855_51_51	3.53356890459364	1.23456790123457
cg23576855_52_52	3.18021201413428	71.5020576131687
cg23576855_57_57	4.77031802120141	0.102880658436214
cg23576855_63_63	5.12367491166078	0.308641975308642
cg23576855_64_64	5.13274336283186	0.617283950617284
cg23576855_69_69	5.4673721340388	0.205761316872428
cg23576855_72_72	3.35097001763668	0.309278350515464
cg23576855_73_73	4.76190476190476	0.617919670442842
cg23576855_74_74	4.93827160493827	0.308641975308642
cg23576855_75_75	5.11463844797178	0.720164609053498
cg23576855_8_8	0	0
cg23576855_81_81	5.64373897707231	0.411946446961895
cg23576855_82_82	6.18374558303887	0.51440329218107
cg23576855_85_85	7.24381625441696	0.308641975308642
cg23576855_86_86	7.76014109347443	0.308959835221421
cg23576855_89_89	7.58377425044092	0.925925925925926
cg23576855_91_91	8.65724381625442	0.617283950617284
cg23576855_93_93	7.2310405643739	0.411522633744856
cg23576855_96_96	6.52557319223986	0.102880658436214
cg23576855_97_97	6.34920634920635	0.617283950617284
